City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,lata,40.1629,-8.3327,16.56,91,11,0.91,PT,1682460854
365,ilulissat,69.2167,-51.1,1.01,93,100,2.57,GL,1682460854
366,spanish springs,39.6491,-119.7074,19.58,20,0,4.12,US,1682460854
367,oriximina,-1.7656,-55.8661,26.38,80,23,0.31,BR,1682460822
368,buritizeiro,-17.3511,-44.9622,25.42,52,91,1.81,BR,1682460854
369,salinas,36.6777,-121.6555,28.88,58,0,5.66,US,1682460854
370,berdigestyakh,62.0989,126.6992,-3.39,95,100,2.1,RU,1682460855
371,nadym,65.5333,72.5167,-5.71,98,98,0.67,RU,1682460855
372,san luis,-33.295,-66.3356,17.99,52,80,1.56,AR,1682460855
373,phek,25.6667,94.5,9.88,96,2,0.64,IN,1682460855
374,mount gambier,-37.8333,140.7667,15.23,68,57,3.75,AU,1682460791
375,smithers,54.7804,-127.1743,8.18,39,75,2.06,CA,1682460396
376,luanco,43.6152,-5.7934,17.71,94,100,0.73,ES,1682460855
377,marsabit,2.3284,37.9899,17.53,90,100,0.84,KE,1682460856
378,island harbour,50.724,-1.2758,8.85,76,99,2.68,GB,1682460856
379,okhotsk,59.3833,143.3,-0.68,96,100,2.88,RU,1682460856
380,la sarre,48.8002,-79.1996,1.85,95,100,1.03,CA,1682460856
381,merizo village,13.2658,144.6691,28.32,95,27,8.2,GU,1682460856
382,dubbo,-32.25,148.6167,12.07,87,8,3.6,AU,1682460856
383,chiredzi,-21.05,31.6667,19.72,77,0,2.01,ZW,1682460856
384,noosa heads,-26.3833,153.15,20.19,75,59,8.56,AU,1682460857
385,saint-philippe,-21.3585,55.7679,23.77,84,13,1.28,RE,1682460857
386,nikol'sk,53.7189,46.0712,10.67,93,100,6.96,RU,1682460857
387,bamboo flat,11.7,92.7167,27.3,76,96,1.01,IN,1682460857
388,kalmunai,7.4167,81.8167,26.91,83,100,0.65,LK,1682460577
389,ocean city,39.2776,-74.5746,15.1,33,77,0.89,US,1682460659
390,daru,-9.0763,143.2092,27.2,85,100,5.62,PG,1682460616
391,uruguaiana,-29.7547,-57.0883,19.96,77,0,1.54,BR,1682460857
392,road town,18.4167,-64.6167,28.05,65,20,2.06,VG,1682460857
393,kattivakkam,13.2167,80.3167,29.48,86,61,3.44,IN,1682460857
394,maracaibo,10.6317,-71.6406,29.75,58,20,3.92,VE,1682460800
395,es castell,39.8795,4.2854,16.38,94,20,3.09,ES,1682460858
396,mhamid,29.82,-5.72,29.04,12,18,2.63,MA,1682460858
397,urzhar,47.093,81.6294,6.94,54,0,2.75,KZ,1682460858
398,sydney,-33.8679,151.2073,16.88,88,40,2.06,AU,1682460314
399,price,39.5994,-110.8107,10.62,37,0,8.23,US,1682460858
400,alice springs,-23.7,133.8833,13.75,77,60,3.29,AU,1682460858
401,sibiu,45.8,24.15,9.18,87,40,1.54,RO,1682460851
402,sinop,41.7711,34.8709,11.18,65,99,3.74,TR,1682460799
403,jiagedaqi,50.4167,124.1167,0.16,40,93,0.35,CN,1682460859
404,puerto deseado,-47.7503,-65.8938,9.78,69,100,4.39,AR,1682460859
405,steamboat springs,40.485,-106.8317,9.97,60,100,2.24,US,1682460570
406,pandan,14.0453,124.1694,25.96,84,27,3.63,PH,1682460859
407,callao,-12.0667,-77.15,26.16,69,0,7.2,PE,1682460859
408,coquimbo,-29.9533,-71.3436,14.85,94,75,4.63,CL,1682460636
409,port shepstone,-30.7414,30.455,22.42,85,96,1.35,ZA,1682460859
410,santa helena,-2.2311,-45.3,23.93,93,87,1.3,BR,1682460860
411,ormara,25.2088,64.6357,26.09,63,96,3.76,PK,1682460860
412,isla mujeres,21.2311,-86.731,30.09,72,66,6.46,MX,1682460860
413,hoemul-li,41.4339,129.67,7.33,86,92,1.84,KP,1682460860
414,kailua-kona,19.6406,-155.9956,28.49,73,40,4.12,US,1682460860
415,nguigmi,14.2495,13.1092,31.11,15,7,3.05,NE,1682460860
416,general villegas,-35.0328,-63.0125,19.19,47,8,2.12,AR,1682460860
417,walvis bay,-22.9575,14.5053,16.72,70,0,3.6,NA,1682460557
418,mbandaka,0.0487,18.2603,22.64,91,82,1.6,CD,1682460861
419,polyarnyy,69.1989,33.4478,-7.94,91,49,1.94,RU,1682460861
420,kapshagay,43.8833,77.0833,8.83,46,0,4.07,KZ,1682460861
421,fada,9.5667,8.3,25.92,55,72,0.56,NG,1682460862
422,hopelchen,19.7667,-89.85,38.6,25,100,1.34,MX,1682460862
423,nantucket,41.2835,-70.0995,11.08,87,40,3.09,US,1682460578
424,afaahiti,-17.75,-149.2833,27.81,86,100,5.72,PF,1682460862
425,punta del este,-34.9667,-54.95,21.06,91,75,2.24,UY,1682460862
426,nova vicosa,-17.8919,-39.3719,24.67,83,6,2.59,BR,1682460844
427,rongelap,11.1635,166.8941,25.45,87,100,10.59,MH,1682460862
428,myanaung,18.2833,95.3167,28.42,51,75,0.89,MM,1682460862
429,liepaja,56.5419,21.0367,5.99,87,20,4.63,LV,1682460862
430,santyoku,37.4406,129.1708,9.76,68,3,2.84,KR,1682460859
431,trzebiatow,54.0615,15.2648,4.36,70,16,8.53,PL,1682460863
432,corner brook,48.9667,-57.9484,7.22,81,99,3.0,CA,1682460718
433,tarakan,3.3,117.6333,26.02,83,100,2.12,ID,1682460566
434,tsuyama,35.05,134.0,12.13,97,100,2.21,JP,1682460863
435,alo,7.4178,6.7371,28.46,66,93,3.07,NG,1682460863
436,puerto princesa,9.7392,118.7353,26.99,83,20,2.06,PH,1682460863
437,labytnangi,66.6572,66.4183,-12.21,92,5,2.43,RU,1682460863
438,puerto santa,-8.9906,-78.6456,25.36,76,46,5.07,PE,1682460864
439,prineville,44.2999,-120.8345,20.62,26,0,2.06,US,1682460864
440,linqiong,30.4159,103.4609,14.78,70,99,0.49,CN,1682460864
441,arraial do cabo,-22.9661,-42.0278,23.92,88,20,4.12,BR,1682460864
442,nova xavantina,-14.6667,-52.35,24.19,81,19,0.67,BR,1682460864
443,temiskaming shores,47.4938,-79.7153,3.19,80,100,2.43,CA,1682460865
444,carinhanha,-14.3047,-43.765,25.92,42,9,1.67,BR,1682460865
445,ta`u,-14.2336,-169.5144,27.79,71,48,2.49,AS,1682460865
446,diffa,13.3154,12.6113,32.38,12,95,2.69,NE,1682460865
447,dhuusamarreeb,5.535,46.3861,27.58,71,84,6.66,SO,1682460865
448,lerwick,60.1545,-1.1494,2.0,68,79,8.9,GB,1682460691
449,vieux-habitants,16.0589,-61.7659,25.76,73,29,1.11,GP,1682460865
450,cidreira,-30.1811,-50.2056,21.88,86,88,7.03,BR,1682460865
451,gamba,-2.65,10.0,23.79,93,100,2.46,GA,1682460865
452,oranjemund,-28.55,16.4333,14.28,94,4,2.92,NA,1682460608
453,kapa'a,22.0752,-159.319,27.99,69,100,7.72,US,1682460608
454,san martin,-33.081,-68.4681,22.35,32,48,4.24,AR,1682460866
455,mccook,40.2019,-100.6257,12.03,65,100,7.2,US,1682460866
456,mili,6.0815,171.735,27.84,79,91,6.69,MH,1682460866
457,queenstown,-31.8976,26.8753,14.21,88,61,1.15,ZA,1682460866
458,plettenberg bay,-34.0527,23.3716,16.32,87,58,0.92,ZA,1682460822
459,chumphon,10.3333,98.8333,22.32,90,100,0.38,TH,1682460866
460,vila velha,-20.3297,-40.2925,24.97,91,75,3.6,BR,1682460867
461,faya-largeau,17.9257,19.1043,32.13,10,0,3.91,TD,1682460867
462,cartagena,10.3997,-75.5144,28.79,74,20,8.23,CO,1682460844
463,alaghsas,17.0187,8.0168,30.05,11,0,3.6,NE,1682460867
464,adrar,20.5022,-10.0711,31.03,11,0,3.68,MR,1682460867
465,palikir - national government center,6.9248,158.1611,29.41,74,75,2.57,FM,1682460867
466,otjiwarongo,-20.4637,16.6477,23.25,43,99,2.46,NA,1682460302
467,alajarvi,63.0,23.8167,5.79,96,52,1.14,FI,1682460867
468,coahuayana de hidalgo,18.7,-103.6583,30.28,43,96,3.77,MX,1682460868
469,prado,-17.3411,-39.2208,24.16,86,7,2.11,BR,1682460811
470,noumea,-22.2763,166.4572,25.0,99,99,3.08,NC,1682460390
471,fort-shevchenko,44.5086,50.263,12.68,92,98,5.28,KZ,1682460868
472,constantia,44.1833,28.65,11.5,95,100,3.32,RO,1682460868
473,tucuma,-0.1833,-50.05,25.08,91,61,2.56,BR,1682460868
474,san patricio,28.017,-97.5169,26.97,72,86,7.1,US,1682460644
475,al ghayzah,16.2079,52.176,27.87,73,28,4.91,YE,1682460868
476,puerto la cruz,10.2167,-64.6167,25.9,80,94,2.74,VE,1682460868
477,jianshui,23.6363,102.8264,16.78,73,80,1.51,CN,1682460868
478,albu kamal,34.45,40.9186,21.83,25,0,3.6,SY,1682460869
479,cu chi,10.9667,106.4667,29.01,73,100,3.54,VN,1682460869
480,flin flon,54.7682,-101.865,7.77,51,100,5.39,CA,1682460869
481,nova sintra,14.8667,-24.7167,20.26,73,18,6.94,CV,1682460869
482,son la,21.3167,103.9,18.05,92,95,1.2,VN,1682460869
483,constitucion,-35.3333,-72.4167,14.27,72,100,4.58,CL,1682460869
484,'ain merane,36.1628,0.9704,18.56,23,10,1.17,DZ,1682460869
485,kiffa,16.6166,-11.4045,34.36,13,69,3.51,MR,1682460869
486,nouadhibou,20.931,-17.0347,18.99,88,20,6.69,MR,1682460870
487,ciudad bolivar,8.1222,-63.5497,23.54,91,100,1.28,VE,1682460870
488,tchintabaraden,15.8969,5.7985,30.19,13,17,3.08,NE,1682460870
489,nyazepetrovsk,56.0531,59.6028,9.57,69,100,1.39,RU,1682460870
490,elsa,26.2934,-97.9931,30.7,78,100,4.12,US,1682460870
491,maiyama,12.0841,4.3677,34.45,23,73,1.66,NG,1682460870
492,pisco,-13.7,-76.2167,24.03,73,0,6.69,PE,1682460870
493,san juan,-31.5375,-68.5364,23.42,28,34,1.96,AR,1682460871
494,jose bonifacio,-21.0528,-49.6883,22.74,70,31,3.18,BR,1682460871
495,egilsstadir,65.2653,-14.3948,-2.44,72,100,3.54,IS,1682460582
496,shangmei,27.7428,111.2956,10.64,91,1,0.34,CN,1682460871
497,waddan,29.1614,16.139,22.84,17,4,4.03,LY,1682460871
498,santa marta de ortigueira,43.6833,-7.85,17.36,84,100,0.45,ES,1682460871
499,al badari,26.9926,31.4155,23.79,24,0,3.52,EG,1682460871
500,olyokminsk,60.3736,120.4264,-1.94,85,100,1.23,RU,1682460594
501,moree,-29.4667,149.85,16.02,59,0,5.46,AU,1682460787
502,tocopilla,-22.092,-70.1979,20.74,73,16,2.78,CL,1682460872
503,gazojak,41.1875,61.4036,19.59,23,9,5.57,TM,1682460872
504,salalah,17.0151,54.0924,29.05,74,40,3.09,OM,1682460872
505,illizi,26.4833,8.4667,26.28,25,93,4.28,DZ,1682460872
506,makokou,0.5738,12.8642,21.39,99,95,1.13,GA,1682460872
507,amos,48.5669,-78.1162,4.14,77,87,1.99,CA,1682460872
508,preobrazheniye,42.9019,133.9064,4.48,84,100,0.46,RU,1682460872
509,valparaiso,-33.0393,-71.6273,16.11,86,0,2.57,CL,1682460636
510,sant lluis,39.8526,4.2594,16.22,94,20,3.09,ES,1682460873
511,bubaque,11.2833,-15.8333,25.77,69,2,9.06,GW,1682460873
512,ed damer,17.5928,33.9592,31.66,13,39,4.12,SD,1682460873
513,ngorongoro,-3.2397,35.4875,11.25,92,100,1.52,TZ,1682460873
514,khark,29.2614,50.3306,24.44,72,2,2.55,IR,1682460873
515,malanje,-9.5402,16.341,18.51,95,99,1.24,AO,1682460873
516,kill devil hills,36.0307,-75.676,15.01,58,0,6.17,US,1682460590
517,roquetas de mar,36.7642,-2.6148,19.78,78,7,2.61,ES,1682460874
518,mancio lima,-7.6142,-72.8958,24.72,92,82,1.37,BR,1682460874
519,dubrowna,54.5733,30.6906,8.48,83,33,1.82,BY,1682460874
520,waiuku,-37.25,174.75,19.83,73,100,5.51,NZ,1682460874
521,karratha,-20.7377,116.8463,24.53,44,100,3.02,AU,1682460803
522,nandikotkur,15.8667,78.2667,26.38,67,90,2.47,IN,1682460874
523,lazaro cardenas,17.9583,-102.2,28.7,57,4,6.07,MX,1682460875
524,jingdezhen,29.2947,117.2079,10.31,95,0,0.84,CN,1682460875
525,debre tabor,11.85,38.0167,16.35,47,94,1.97,ET,1682460875
526,thunder bay,48.4001,-89.3168,2.19,83,100,1.99,CA,1682460875
527,hojai,26.0,92.8667,21.3,69,1,1.49,IN,1682460875
528,tarawa,1.419,172.984,29.05,79,75,2.06,KI,1682460875
529,persembe,41.0656,37.7714,9.68,73,88,2.46,TR,1682460875
530,pangkalanbuun,-2.6833,111.6167,23.33,97,95,0.64,ID,1682460875
531,kishtwar,33.3167,75.7667,9.31,67,7,2.55,IN,1682460876
532,la penita de jaltomba,21.0333,-105.25,25.94,52,65,2.73,MX,1682460876
533,port blair,11.6667,92.75,27.25,77,96,1.1,IN,1682460876
534,gagliano del capo,39.8442,18.3695,15.45,83,88,5.28,IT,1682460876
535,miyako,39.6367,141.9525,11.11,94,100,9.05,JP,1682460876
536,aioun,16.6614,-9.6149,32.35,10,0,5.57,MR,1682460876
537,santa barbara,34.7333,-120.0343,20.5,56,0,4.12,US,1682460652
538,amga,60.8953,131.9608,-3.41,91,96,1.03,RU,1682460876
539,timimoun,29.2639,0.231,28.85,15,0,2.83,DZ,1682460877
540,aguada de pasajeros,22.385,-80.8508,27.45,60,64,1.51,CU,1682460877
541,toliara,-23.35,43.6667,20.19,83,3,5.34,MG,1682460877
542,manali,13.1667,80.2667,29.48,86,67,3.37,IN,1682460877
543,xai-xai,-25.0519,33.6442,21.26,92,4,3.35,MZ,1682460877
544,tondon,10.3667,-13.35,25.92,70,26,1.45,GN,1682460877
545,igarka,67.4667,86.5833,-2.76,97,100,4.21,RU,1682460877
546,jayapura,-2.5333,140.7,25.66,89,84,2.07,ID,1682460877
547,orsta,62.2029,6.1272,3.1,86,75,0.51,NO,1682460878
548,agat village,13.3886,144.6585,28.53,88,40,8.75,GU,1682460878
549,greenwood,34.1668,-82.1165,19.09,48,75,3.6,US,1682460878
550,hilo,19.7297,-155.09,30.16,64,0,4.12,US,1682460619
551,khost,33.3395,69.9204,18.75,45,90,1.54,AF,1682460878
552,satka,55.0425,59.04,11.34,66,100,1.88,RU,1682460878
553,gereida,11.2811,25.1414,32.39,24,73,2.25,SD,1682460878
554,ghadamis,30.1337,9.5007,24.05,13,0,3.78,LY,1682460878
555,kayar,14.9192,-17.1211,21.53,84,0,6.82,SN,1682460879
556,san antonio de pale,-1.4014,5.6325,28.05,75,100,4.9,GQ,1682460879
557,moyynkum,44.2914,72.9469,11.47,31,0,9.55,KZ,1682460879
558,tindouf,27.6711,-8.1474,30.2,12,96,3.54,DZ,1682460879
559,dali,25.7,100.1833,11.61,72,1,1.86,CN,1682460879
560,menaka,15.9182,2.4022,30.87,8,3,4.05,ML,1682460879
561,opuwo,-18.0607,13.84,22.81,55,58,1.75,NA,1682460879
562,semera,11.501,41.201,29.14,52,77,5.05,ET,1682460879
563,newnham,-41.3833,147.1333,8.53,100,100,2.57,AU,1682460880
564,libreville,0.3925,9.4537,24.82,89,100,3.88,GA,1682460880
565,palora,-1.7,-77.9333,24.06,95,47,0.5,EC,1682460880
566,saint-pierre,-21.3393,55.4781,24.2,83,100,2.06,RE,1682460880
567,m'sila,35.7058,4.5419,22.25,27,33,3.98,DZ,1682460880
568,makarov,48.6333,142.8,3.18,82,100,2.73,RU,1682460745
569,maintirano,-18.0667,44.0167,23.56,76,1,4.35,MG,1682460880
570,mbanza kongo,-6.267,14.2401,20.64,98,92,0.81,AO,1682460880
571,grand falls-windsor,48.9332,-55.6649,1.39,89,99,1.79,CA,1682460881
572,east stroudsburg,40.9995,-75.1813,15.46,32,86,0.89,US,1682460881
573,zheleznodorozhnyy,55.7503,38.0042,13.23,84,100,3.47,RU,1682460881
574,mati,6.9551,126.2166,25.14,89,96,1.26,PH,1682460881
575,sidareja,-7.4846,108.7923,24.08,97,100,0.67,ID,1682460881
576,yinchuan,38.4681,106.2731,12.84,21,0,3.07,CN,1682460881
577,wanning,18.8003,110.3967,22.76,94,91,3.76,CN,1682460881
578,princeville,45.7668,-61.2985,8.67,75,63,1.79,CA,1682460881
579,patacamaya,-17.2333,-67.9167,13.62,25,2,1.29,BO,1682460881
580,sarandi del yi,-33.35,-55.6333,16.19,96,76,2.84,UY,1682460881
581,balabac,7.9868,117.0645,27.48,80,100,3.8,PH,1682460882
582,weno,7.4515,151.8468,29.97,79,100,4.12,FM,1682460882
583,nadi,-17.8,177.4167,29.0,61,20,1.54,FJ,1682460805
584,cockburn town,21.4612,-71.1419,25.92,71,40,4.17,TC,1682460882
585,chonchi,-42.6128,-73.8092,12.56,99,100,0.65,CL,1682460882
